company,position,question,answer
㈜ SIMPAC,해외영업,"최근 사회이슈 중 중요하다고 생각되는 사항을 한가지 선택하고 이에 관한 자신의 견해를 기술해 주시기 바랍니다. (최소 200자, 최대 800자 입력가능)","""친환경 모빌리티 확장세""
최근 전기차 생태계 구축에 기업들이 총력을 다하고 있습니다. 현대자동차와 LG에너지솔루션은 북미 전기차 시장 영향력 확대를 위해 생산시설을 확장 중이고, 기아와 롯데글로벌로지스는 친환경 모빌리티 사업 확장에 나섰습니다. 전 세계적으로 친환경 자동차 보급에 주력하는 가운데 수소 에너지도 덩달아 이목이 집중됐습니다. G20에서 한국과 아르헨티나 정상끼리 수소 에너지 협력 의사가 오갔고, 국내 수소 산업 전시회는 전년대비 26% 증가해 역대 최대 규모를 기록했습니다.
수소차는 아직 잠재력 평가만 오갈 뿐이지만, 기업으로서는 잠재력을 확인하고 미리 선행하는 것이 사업의 핵심이라고 생각합니다. SK하이닉스에서 AI반도체 연구에 매진할 때 ‘돈 먹는 하마’라고 칭했지만 Chat GPT의 성공으로 AI 메모리 반도체 업계 1위를 차지할 수 있었습니다. 이처럼 수소차도 먼 미래라고만 생각하지 않습니다. SIMPAC의 수소차 양산에 필요한 서보프레스 개발 프로젝트는
업계 1위를 이어갈 또 다른 미래지향적 사업으로 생각되며 핵심 비즈니스 모델로 성장할 것이라 예측됩니다."
㈜GS글로벌,해외영업,GS글로벌에 지원한 이유를 포함하여 자기 자신을 자유롭게 소개해 주십시오.,"국제적인 흐름 속에서 한국과 세계의 무역 업무 및 영업 직무에 종사하고 싶은 목표가 있습니다. 인도네시아어를 전공하게 된 이유도 아세안 국가에 대한 언어와 문화에 숙련도를 길러 한국과 해외 고객 간의 트레이딩을 조율하는 일을 싶다는 꿈을 항상 가지고 있었기 때문입니다.
최근 2개월간 LX 인터내셔널 인도네시아 서부 깔리만 딴 팜 법인에서 인턴으로 근무하면서 1000명이 넘는 현지인들을 단 6명의 한국인이 관리함과 동시에 매일 생산량을 증진시키기 위해 강수량을 예측하고, 팜 종자별 계보와 그 특징을 분석해 현지 토양에 어떤 종자가 가장 부합할지를 비교 산출하는 작업을 직접 경험하면서 다양한 일을 경험할 수 있는 종합상사의 매력을 실감하게 되었습니다.
GS 글로벌은 인도네시아 깔리만 딴에 석탄광을 인수해 지분을 보유하고 석탄과 바이오매스를 수출하고 있습니다. 그 운영에 있어서 시황을 빠르게 분석하고 적용해 최고의 생산량을 산출해 내는 프로세스를 구축해 보고 싶다는 열망을 하게 되었습니다."
㈜GS글로벌,해외영업,"다른 사람과 구별되는 본인의 경쟁력은 무엇이고, 입사 후 어떻게 발휘할 것인지 설명해 주십시오.","열정과 도전정신이 저의 가장 큰 경쟁력입니다. 대학생일 때는 학업을 이어나가는 동시에 학과 조교, 진로취업센터 조교를 맡아 하며 학생들의 편의를 돕는데 보람을 느끼며 근무하였고 그 외의 시간에는 LG 다문화학교에서 멘토로 활동하며 한국에 거주하는 다문화가정의 학생들에게 인도네시아를 가르치는 활동에 참여하는 열정을 가지고 있습니다.
코로나19로 인해 국경이 막혀 인도네시아로 출국할 수 없는 그 상황에 안주하지 않고 인도네시아 국립대학에 직접 이메일을 보내 교환학생에 대한 의지를 피력하여 온라인으로 한국에서 해외 수업을 이수하는 기회를 얻었습니다. 또한 인도네시아 서부 깔리만딴의 도시인 뽄띠 아낙에서 차로 9시간 떨어진 곳에서 현장 근무하며 팜 사업 전반의 프로세스를 정리해 회사 상무님이 방문하셨을 때 발표해 호평을 이끌어 냈던 점은 저의 도전정신을 보여주는 대목입니다. GS 글로벌에서도 현실에 안주하지 않고 도전하는 정신으로 현실과 타협하지 않고 현실을 타개하는 번뜩임을 발휘하겠습니다."
㈜GS글로벌,해외영업,최근 국내외 이슈 중 한가지를 선택하여 본인의 생각을 서술해 주십시오.,"연준이 올해만 3% 포인트의 금리를 인상하고 11월 12월에 추가로 최소 1% 포인트를 인상할 것으로 예상되고 있습니다. 이와 더불어 미국 소비자물가지수는 변동성이 높은 에너지와 식료품을 제외하고 6.6%를 기록하며 40년 만에 최고치를 기록하였습니다.
이러한 사회적 상황을 기업의 입장에서는 항상 대비하고 예측해낼 수 있어야 한다고 생각했습니다. 코로나19로 인해 연준에서 완화정책을 펼 때, 성공하는 기업은 현실의 안락함에 잠식되어 안주하는 기업이 아닌 더 먼 미래에 대응하기 위해 준비하는 기업일 것입니다. 만일 이때 미래에 긴축의 상황이 올 것을 예측하고 그에 맞춰 대비책을 구비해놓는다면 다른 기업에 비해 빠르게 우위를 점할 수 있을 것입니다. 하지만 모든 상황을 예측하는 일은 전문가들에게도 어렵습니다. 그렇기 때문에 기업은 플랜 A를 넘어 플랜 B, 플랜 C까지 가능성 있는 구체적인 시나리오를 미리 그려보고 시뮬레이션을 돌려 체계적인 준비를 항상 해야 할 것이라는 생각을 했습니다."
㈜GS글로벌,해외영업,기존과는 다른 방식이나 새로운 기술(IT기술 또는 툴) 등을 사용하여 문제 해결을 시도한 경험과 본인이 느낀 점을 구체적으로 서술해 주십시오.,"인도네시아 현지에서 인턴생활을 하던 중에 중장비의 근무량을 한눈에 볼 수 있는 대시보드를 엑셀로 만들어야 하는 프로젝트에 합류하였습니다. 법인의 중장비 대수는 105대였으며 현지 직원들이 하루 근무 양을 계기판을 통해 일일이 기입해 가져오면 그것을 취합해 만든 일과표만 존재하였습니다. 저에게 실무에서 다루는 중장비 표는 이전에 다루어보지 못했던 내용이었을 뿐 아니라 표를 피벗테이블로 변환하고 이것에 슬라이서를 삽입해 버튼 하나만 누르면 구동되는 시스템을 구현하기는 어려웠습니다.
이러한 상황을 해결하기 위해 2가지 방법을 병행하였습니다. 우선 사수 님의 근무 시간에 많은 것을 여쭤보면 방해가 될 수 있으니 점심시간을 활용해 구동해 보고 어려웠던 점에 대한 피드백을 구하였습니다. 두 번째 방법으로 유튜브로 근무 시간 후에 강의를 따로 시청하면서 부족한 점이 무엇인지 천천히 파고들었습니다. 결국 중장비 기구들을 월별로, 일별로 구분해 주는 대시보드를 구현해냈을 때 말 못 할 뿌듯함을 느꼈습니다."
㈜세아제강,해외영업,"지원한 분야 및 직무를 수행하기 위한 본인의 보유 역량을 기술하시오. (최소 500자, 최대 800자 입력가능)","""지식과 경험을 갖춘 인재""
세아제강의 제품 판매를 위한 시장 분석과 영업 전략 수립을 담당하는 업무인 해외영업에 걸맞은 인재가 되고 싶습니다. 해외영업 직무에서의 전문성은 업무 관련 지식과 실무적인 경험에서 발현되므로 두 가지를 갖추고자 노력해왔습니다. 직무에 적합한 지식을 위해 학과에서는 경제, 경영, 국제관계 과목 등을 수강 했습니다. 졸업 후에는 무역인력양성과정을 통해 무역 실무에 있어 사용되는 신용장, 협정서, 환어음 등의 서류 작성 방법을 배웠고 물류관리, 국제무역, 원산지관리, 전자상거래 등 관련 지식을 습득하였습니다.
경험을 쌓기 위해 모의 유엔 자치기구에선 구매 계획 수립을 도맡아 하였습니다. 총예산 1억이 넘는 대회를 준비하며 다양한 협력업체들과 소통하며 주문을 관리하였습니다. 그 과정에서 효율적이고 정확한 시스템을 갖추고자 업체 정보들을 데이터베이스화하여 평가과정을 거쳤습니다. 실무 경험으로 프로세스 개선 능력과 거래처 관리 능력을 배울 수 있었습니다. 보완점이 있다면 아직 해외영업에 대한 직접적인 직무 경험이 부족합니다. 하지만 유관 경험을 통해 보완할 수 있다고 생각합니다. 대회 기획과 영업 인턴을 하면서 수많은 협력업체를 상대하였습니다. 새로운 업체와의 미팅 시 조금이나마 좋은 품질과 가격 조건을 얻고자 협상을 했고, 이 과정에서 저만의 협상 노하우를 쌓아왔습니다. 또한, 기존의 업체들에서는 꾸준한 거래로 신뢰를 쌓아 현장에서 납기에 문제가 생겨도 유연한 대처가 가능했습니다. 이러한 역량을 바탕으로 항상 고객의 니즈에 맞추어, 때로는 선도하는 세아제강에 기여하고 싶습니다."
㈜세아제강,해외영업,"세아제강 핵심가치 중, 본인에게 가장 부합되는 가치와 그 이유를 기술하시오. (최소 500자, 최대 800자 입력가능)","""협상으로 이뤄낸 0% 컴플레인""
담당하게 될 해외영업 업무에 있어 중요한 역량은 협상력이라고 생각합니다. 대회진행 과정에서 협상을 통해 목표를 달성한 경험이 있습니다. 이는 세아제강의 핵심가치 중 '열정'과 일맥상통한다고 생각합니다. 부사무국장으로서 담당한 대회에서 불만율 0%에 도전하였습니다. 처음으로 담당한 대회인 만큼 확실한 성과를 내고 싶어 홍보에 집중했기에 예상보다 참가자가 120% 증가했습니다. 하지만 크로스체크를 하지 않아 늘어난 참가자 수 만큼의 식사 주문에서 누락이 있었습니다. 주문 실수로 다음 날 아침이 부족하다는 점을 전날 저녁이 다돼서야 알게 되었습니다.
문제 해결을 위해 빠르게 새로운 도시락집에 연락하였지만, 시간이 너무 늦어 어렵다는 말을 전해 들었습니다. 하지만 포기하지 않고 향후 있을 3개의 대회에 있어 독점적으로 거래하겠다는 협상을 하였고, 제시안이 마음에 드셨는지 사장님이 아침 일찍 고생해주셔서 문제를 해결할 수 있었습니다. 또한, 이러한 일이 재발하지 않도록 각 부서장이 한 번 더 체크하는 업무 프로세스를 추가하여 업무에 정확성을 높였습니다. 결과적으로 대회는 성공적으로 마무리 되었으며, 불만사항 대신 사무국원에 대한 칭찬이 들려왔습니다.
거래처의 요구를 파악하여 서로 WIN-WIN 할 수 있는 협력적 관계의 중요성을 깨달았습니다. 또한, 상호 확인하는 시스템을 통해 일어날 수 있던 실수를 미리 방지할 수 있었습니다. 세아제강의 해외영업 담당자로서 리스크 사전 관리를 통해 업무의 정확성을 높이고, 협상력을 바탕으로 목표 이상을 성취하도록 노력하겠습니다."
㈜세아제강,해외영업,"타인과의 이해관계가 상충했을 때 상대방을 설득하여 좋은 결과를 이끌어 냈던 경험을 기술하시오. (최소 500자, 최대 800자 입력가능)","""고객 우선의 사고방식""
이해관계가 상충했을 때에 제 해결법은 먼저 상대의 입장에서 생각해보곤 합니다. 문제 상황과 요구하는 부분을 상대방의 관점에서 먼저 고려했을 시 적합한 합의점이 도출되므로 역지사지의 마음을 가지려고 노력합니다. 이러한 방법으로 대회기획 자치기구에서 갈등을 해결한 경험이 있습니다. 대회를 진행하고 있는 도중, 후배가 담당한 반에서 한 학생이 노로바이러스에 감염됐다는 말을 들었습니다. 다른 학생들은 증상이 없었으므로 학생은 혼자 퇴사 절차를 밟았고, 규정상 도중 하차한 경우 캠프 참가비 환불이 불가능하다는 약관을 학생 부모님께 전달하였습니다. 하지만 부모님께서는 우리 쪽에서 제공한 식사에서 문제가 있었을 것이라 하시며 전액 환불을 요청한 상황이었습니다.
원리원칙대로 하자면 환불을 하지 않는 게 맞지만, 어느 정도 우리 쪽에서도 책임이 있을 수 있다는 가능성 하에 합의점을 찾고자 노력했습니다. 학생 한 명당 필요한 숙박과 식사, 제공된 기념품 가격 때문에 전액 환불은 어렵다는 말씀을 전해 드렸고, 학생이 캠프에 머문 시간만큼 제한 금액을 환불 해 드리기로 했습니다. 또한, 다음 대회에 참가하게 된다면 50% 할인된 금액으로 참석할 수 있도록 제안했습니다. 다행히도 부모님께서 긍정적으로 받아들여서 합의를 끌어냈고, 대회 규정에서도 천재지변이나 특수한 사항 시에는 참가비 환불이 가능하다는 약관을 추가하여 유연한 대회 진행을 도모했습니다. 세아제강에서의 해외영업 업무에서도 고객을 먼저 생각하는 마음으로 협상을 이끌어가고자 합니다."
㈜세아제강,해외영업,"대인관계 중 가장 힘들었던 점과 이를 극복할 수 있었던 본인만의 노하우/경험을 기술하시오. (최소 500자, 최대 800자 입력가능)","""선택과 집중""
다양한 사람을 대할 때 가장 어려움을 겪었던 부분은 저와 반대되는 성향이 있는 사람과 마주했을 때였습니다. 계획적이고 차분한 성격을 가진 저와는 반대로 즉흥적이고 열정이 앞서는 성향인 친구와 함께 일을 할 때 가끔 의견이 충돌하는 경향이 있었습니다. 저는 같이 일했던 친구들에게서 부반장 같은 이미지라는 말을 많이 들었습니다. 감정 기복이 잘 없는 차분한 성격이며, 먼저 나서서 이끄는 리더보다는 이성적인 판단으로 결정을 내리는 참모에 적합하다고 생각합니다. 안 보이는 부분까지 꼼꼼하게 챙기는 동시에 맡은 일에 대해서 책임을 다하고자 노력했습니다. 하지만 이런 부분에서 생각보다 행동이 앞서는 친구의 경우 빠른 의사결정이 되지 않아 답답했다고 느꼈다고 전해 들었습니다.
반대로 저는 친구의 즉흥적인 행동이나 결정에 있어 불만을 품게 되어 갈등이 쌓이게 되었습니다. 문제 해결을 위해 첫째로 협업에 있어 업무를 분할해 자신 있는 부분에 집중하고자 노력했습니다. 업체와의 미팅 시 둘이 동석하여 제가 미리 준비해 놓은 자료와 친구의 열성적인 모습을 바탕으로 협상을 이끌어갔습니다. 또한, 서로 잘 할 수 있는 부분에서 활동하고자 했습니다. 저는 정확성과 계획성이 요구되는 거래처 평가 및 구매 기획 수립을 담당했고, 친구 같은 경우 직접적인 대면이 필요한 거래처 관리 및 대회 홍보를 담당했습니다. 부족한 부분을 서로 보완하고 장점을 극대화한 결과 갈등은 자연스레 해소되었고, 기존보다 좀 더 좋은 결과를 끌어낼 수 있었습니다. 입사 후에도 이런 경험을 바탕으로 갈등을 극복하고 소통해나가고자 합니다."
㈜세아특수강,해외영업,"본인의 장.단점과 입사 후 장점은 어떻게 활용되고, 단점은 어떻게 보완하며 개선할 수 있겠는지를 기술하세요","저는 책임감 강한 사람입니다. 하지만 그것이 항상 장점으로 다가오지는 않았습니다. 대학생 OOOO 컨텐츠 공모전에 참가했던 경험이 있습니다. 1주일이라는 짧은 시간에 하나의 행사를 기획하고 기획안을 작성하는 것이었습니다. 짧은 시간에 진행된 대회였기에 팀장으로서 책임감을 가지고 팀원들에게 일을 할당했습니다. 하지만 이러한 방식이 팀원들에게는 저의 독단으로 일을 진행한다고 느껴졌고 이에 많은 갈등을 야기했습니다. 시간에 맞춰 제출은 했지만 결국 입상은 하지 못했습니다. 이에 저는 소통 없는 책임은 고집으로 비추어져 오히려 팀의 결과물에 악영향을 끼치는 단점이 될 수 있다는 것을 경험하게 되었습니다. 이후 저는 교내
교지 편집 위원회에서 편집 위원으로 활동하였습니다. 1년에 4권의 책을 발간해야 하는 힘든 업무였습니다. 이에 저는 기존 월간 회의만을 진행하던 것과 달리 주간 회의를 새로 만들어서 팀원들과 저녁을 같이 먹으면서 가벼운 분위기에서 서로의 작업의 진행도나 피드백을 주고받는 시간을 가졌습니다. 이러한 변화는 팀원 모두가 작업에 책임을 가질 수 있게 하였고 결과물의 수준이 높아져 가독성이 좋은 책을 발간할 수 있었습니다. 해당 경험을 통해 소통과 책임감의 중요성을 경험하였고 이를 직무에도 활용할 수 있었습니다.
'OOO OOO'에서 직무를 수행하며 제가 맡은 업무들에 책임감을 가지면서도 사수분과의 소통을 중요하게 생각하였습니다. 무역 업무의 경우 조금의 실수로 인해 큰 이슈가 발생할 수 있기 때문에 제가 부족한 점을 알고 조금이라도 궁금한 점이 있다면 질문하고 업무의 진행 상황을 자주 보고하는 과정을 통해 많은 이슈들은 사전에 방지할 수 있었습니다. 이러한 장점은 '세아 특수강'에서 빛을 낼 수
있을 것입니다. 저의 책임감은 가끔씩은 고집으로 느껴질 수 있지만 소통을 통해 극복해 나갈 것입니다. 이슈가 발생했을 때 팀원들 혹은 거래처와의 협의를 통해 해결 방법을 찾고 끝까지 해결하는 모습은 수출 팀에 적합한 인재가 될 것이라 자부합니다."
㈜세아특수강,해외영업,지원하는 회사와 분야(직무)에 대한 지원동기를 자유롭게 기술하세요.,"무역이란 아기를 다루는 일과 비슷하다고 생각합니다. 모든 것이 완벽하게 정리된 상태라도 어떠한 변수가 발생할지 모르고 작은 실수가 커다란 결과를 불러오기 때문입니다. 하지만 그렇기 때문에 저에게 맞는 직무라고 생각했습니다. 인천 OOO의 김을 브라질 상파울루의 시장으로 수출하는 FOB 경로를 설계해 본 경험이 있습니다. 내륙 운송 회사와 여객선 회사를 통해 세부적인 일정을 조율하고 비용을 계산하는 과정은 쉽지 않았습니다. 시간이 조금만 어긋나도 막대한 비용과 인적 손해가 발생하였습니다. 하지만 물류 경로가 정확하게 작동하는 것을 보며 우리나라의 좋은 상품을 새로운 시장으로의 길을 만드는 설렘을 느낄 수 있었습니다. 이에 저는 더 많은 상품을 이어주는 길을 만들어 보고 싶어 무역에 관심을 가지기 시작했습니다.
이에 OOO OOO 수출입 관리팀에 입사하여 아시아의 공장들에서 생산한 제품들을 중국 지사로 수출하는 업무를 담당하였습니다.
중국 내 코로나와 춘절 연휴로 인해 물품의 생산이 늦어져서 기존에 설정된 납기를 조절하거나 국가나 품목에 맞춰 다양한 서류를 준비하는 등의 어려움이 있었습니다. 특히 원산지 증명서의 경우에는 국가 별로 사용하는 양식이 달랐기 때문에 현지 생산 공장과 일본 본사와의 긴밀한 소통이 중요하였습니다. 이에 저는 일본어와 영어를 활용해 현지 공장과의 직접 통화를 하여 실시간으로 이슈에 대한 판단이나 서류에 대한 진행 상황 등을 파악하여 신속한 대응을 할 수 있었습니다. 실제로 일본 본사와의 제품의 선적 과정에서 파렛트로 인해 선적이 지연된 문제를 해결한 경험이 있습니다. 중국 지사 측에서는 분실로 인해서 파렛트 작업을 필수로 요구하였지만 일본
본사 쪽은 파렛트 작업을 진행할 인력이 없어 작업이 불가능하다는 상황이었습니다. 이에 일본 측 포워더와의 소통을 통해 분실을 방지하기 위한 플라스틱 밴드를 활용하고 선적 직후의 사진을 중국 지사에 제시하는 조건으로 이슈를 해결하여 납기에 맞출 수 있었고 무역 업무에 더욱 흥미를 느끼게 되었습니다."
㈜세아특수강,해외영업,"성격, 가치관, 성장 과정 등 본인을 진솔하게 소개해주세요.","최전방에서 미군과 임무를 수행했던 경험은 저의 삶의 바꾸는 기회가 되었습니다. 어렸을 때부터 외국의 음악을 들으며 타국에 대한 호기심을 가지게 되었습니다. 이러한 호기심으로 대학에서 일본어를 전공하게 되었습니다. 외국어를 공부하고 유학생들과 생활하며 세계와 소통할 수 있는 역량을 길러 왔습니다. 이후 입대하게 된 군에서 해당 능력을 인정받아 특별한 보직에서 근무할 기회를 얻을 수 있었습니다. 다양한 배경을 가진 미군과 최전방에서 함께 임무를 수행하고 함께 소통하는 과정에서 그들의 문화를 자연스럽게 접할 수 있었습니다. 해당 경험을 통해 타국에 대한 막연한 호기심은 더 큰 세계로 경험하고 싶다는 강한 동기부여로 변해갔습니다. 이에 전역 후 언어 능력을 가장 많이 활용할 수 있는 무역으로 전공을 바꾸게 되었고 관련 공부를 시작하게 되었습니다. 남들보다 늦게 공부를 시작하였지만, 전공 공부와 함께 자격증 공부를 병행하면서 물류관리사와 국제무역사 등을 취득하며 물류 직무를 수행할 수 있는 역량을 길러 왔습니다.
대학을 졸업하고 이러한 언어와 물류의 역량을 실무에서 활용하기 위해 `OOO OOO`에서 처음 업무를 책으로 공부한 내용과 실무와는 많이 다르다는 것을 알게 되어 버거움을 느끼기도 하였습니다. 하지만 업무에 적응하면서 저의 장점인 언어 능력을 활용하여 현지 업체와의 소통을 통해 현지 상황을 분석하고 그것을 바탕으로 출고 시기를 조절하여 리드타임을 줄인 경험이 있습니다.
특히 아시아 수출 업무를 담당하면서 아시아 국가 간의 RCEP의 발효로 인해 앞으로 2~3년 안에 펼쳐질 국가 간의 새로운 물동량의 변화와 물류 경로의 다양화에 대응하기 위해 FTA에 대한 공부가 필요하다고 생각하여 원산지 관리사 공부를 시작하였습니다.
이에 출퇴근 시간과 주말을 활용하여 활용하여 원산지 판정이나 RCEP 협정에 관한 공부를 통해 해당 자격증을 취득하여 다양한
무역 이슈에 대응할 수 있는 전문가가 되기 위한 노력을 지속해오고 있습니다."
㈜오리온홀딩스,해외영업,오리온에 지원한 사유와 회사에서 이루고 싶은 목표에 대해서 구체적으로 기술해 주시기 바랍니다.,"지원한 이유는 제가 가지고 있는 중국에 대한 깊은 이해와 지식을 바탕으로 중국 신규 거래처 발굴 및 시장 확대를 목표로 하기 때문입니다. 그리고 편입 이후 지금까지 중국 다방면에 관하여 깊은 이해와 정보를 쌓았습니다. 다른 사람들과는 다소 다른 방법으로 중국의 전문가인 중국통이 되었다고 자부할 수 있습니다. 이러한 저의 강점을 활용하여 오리온의 무역전문가 즉, 실크로드와 같은 존재가 되어 거래처 발굴 및 시장 확대에 큰 역할을 하고 싶습니다."
㈜오리온홀딩스,해외영업,다른 사람과 열정을 가지고 도전했던 경험과 이를 통해 얻은 성과나 결과를 구체적으로 기술해주시기 바랍니다.,"해외출장을 다녀오며 돌발상황 대응능력을 키웠습니다. 2015년 여름방학 때 중국에 OO대학교로 단기연수 프로그램을 위해 출장을 다녀온 적이 있습니다. 원래는 40명 정원의 한국인 대학생들을 이끌어 연수 진행을 하는 것이었지만 연수 첫째 날 중국인
업무 담당자로부터 벨기에 대학교 출신의 학생들도 함께 관리해 달라는 요청을 들었습니다. 사전에 통지받은 업무가 아니었기에 살짝 당황스러웠지만 연수를 진행하는 조교로서 좋은 이미지를 선사하고 싶었습니다. 한편 벨기에 학생들은 연수 프로그램에 대한 일정 및 계획을 전혀 몰랐습니다. 이를 위해 수업이 매일 끝나고 벨기에 학생들과 만남을 가지며 다음 날 일정과 과제를 알려줬습니다. 또한 저의 메신저와 이메일주소를 알려주며 궁금한 점에 대해서 언제든지 물어봐달라고 했습니다. 이를 통해 벨기에 학생들과 더욱 자연스러운 관계를 유지했으며 또한 순탄하게 첫 해외출장을 마친 덕분에 중국인 업무담당자분들로부터 긍정적인 피드백을 얻었습니다.
이러한 피드백 덕분에, 그다음 겨울 해외출장에도 인솔자조교로 다녀오게 되었습니다."
㈜오리온홀딩스,해외영업,다른 사람과 함께 목표를 달성하기 위해 노력했던 경험과 본인의 역할에 대해 구체적으로 기술해주시기 바랍니다.,학교에서 팀 과제를 하며 다양한 전공끼리 여러 가지 관점을 공유하며 더욱 양질의 과제를 수행하여 우수한 성적을 받았던 적이 있습니다. 학교 교양 수업이 있었습니다. 팀 과제를 수행하면서 자유롭게 팀을 결성했는데 아무래도 서로가 친한 사람들끼리 팀을 결성하다 보니 팀 결성이 단일한 전공으로 편성된 경우가 많았습니다. 하지만 그 당시 저는 혼자 수업을 들었기 때문에 임의적으로 결성된 그룹에 참여했습니다. 처음에는 서로가 잘 모르고 서먹하여 많이 걱정했습니다. 이를 위해 제가 노력한 것은 서로가 더욱 가까워지기 위해 자주 모임을 가지고 제가 먼저 커피를 팀원들에게 대접하며 서로 간의 벽을 허물게 했습니다. 서로가 자연스러운 관계가 되어야 우수한 팀워크가 형성된다고 믿었기 때문입니다. 또한 먼저 적극적으로 의견을 어필하며 상대방의 의견을 이끌어낼 수 있도록 했습니다. 이러한 노력 덕분에 발표 당일에 교수님으로부터 가장 우수한 과제를 수행한 그룹으로 선정되었습니다. 또한 교수님의 인상적인 피드백 중 하나가 다양한 전공의 사람들끼리 모였기 때문에 발표 내용에 깊이가 남달랐고 여러 가지 관점을 수용했다는 것이었습니다. 이러한 경험 덕분에 낯선 사람들과의 협업이 두렵지 않고 함께 적극적으로 일할 수 있는 사람이 되었습니다.
㈜유니드,해외영업,"유니드에 지원하게 된 동기에 대해 기술하시오.(최소 150자, 최대 300자 입력가능)","칼륨 관련 케미컬 시장의 선두 업체인 유니드에서, 케미컬 제품 핸들링 경험을 실무에 활용해 보고자 지원합니다.
지금까지 포워더로서 ISO 탱크 운송을 하며 케미컬 핸들링 경험을 쌓아왔습니다. 일반 비위험물 제품과는 달리, 선적 가능 여부 및 꼼꼼한 MSDS 및 구비 서류의 확인이 필요로 하며 까다로운 수출입 프로세스의 케미컬 제품의 핸들링 경험은, 유니드에서 수많은
해외 수출입 오더를 관리해야 하는 것에 있어서 큰 도움이 될 것입니다. 입사 후에는, 케미컬 제품 관련 전문성을 쌓아 영업인으로서 성과를 내보고 싶습니다."
㈜유니드,해외영업,"본인이 해당 직무에 적합한 이유를 경험, 경력 등과 연계하여 사례 중심으로 기술하시오.(최소 350자, 최대 700자 입력가능)","""포워딩 실무, 일본어를 활용한 트레이딩 업무 수행""
유니드에서 해외영업 직무 수행 시, 포워더로서 수출입 업무를 수행하며 쌓은 실무 역량과 외국어를 활용하여 근무하고자 지원했습니다. Operator로서, 월별 100여 개 이상의 오더 관리, 삼국 간 운송, D조건 운송의 업무를 하며 수출입의 모든 과정을 처리할 수 있게 되었습니다. 현재는 Sales man으로서 화주와 선사를 대상으로 영업활동을 하며 업체 관리, 신규 업체 발굴을 맡고 있으며, 고객에게 어떻게 효과적으로 응대하고 회사의 이익을 높일 수 있을지에 대해 관련 업무를 수행하며 향후의 성장을 위해 노력하고 있습니다.
또한, 일본, 중국 등의 해외 파트너와 실무적인 의사소통이 가능할 정도로 해당 외국어를 공부하여 최고의 서비스를 제공하고자 노력했고, 이를 바탕으로 매월 정기적인 수출입 핸들링 경험을 쌓아올 수 있었습니다. 유니드에서는 일본, 중국 등 역내 무역권의
매출 비중이 높고, 해외 법인과의 협업을 통해 수많은 오더를 관리해야 합니다. 이 점에서, 저의 2가지 강점을 발휘하여 성과를 낼 것으로 확신합니다."
㈜유니드,해외영업,"자신의 도덕적 신념을 지키기 위해 손해나 희생을 감수한 경험에 대하여 기술하시오.(최소 250자, 최대 500자 입력가능)","위기에 처할 때, 회피하기보다는 책임을 다해 극복하고자 하는 편이며 다음과 같은 사례로 증명합니다.
입사 9개월 차에, 팀장님의 갑작스러운 퇴사로 부서의 혼란이 생기며 위기가 발생했습니다. 고작 1주일 이내에 업무를 인수인계받아야 했으나, 팀장님의 기존 20개 업체의 모든 업무를 직원들이 각자 바로 담당하기에는 무리였습니다. 결국, 업무 공백으로 팀 실적이 크게 떨어질 상황에 놓이게 되었습니다. 이러한 상황에서, 업무 분장 회의를 진행했습니다. 팀원들이 가중된 업무량으로 힘들어할 것을 고려하여, 자진해서 많은 몫을 담당하겠다고 자원했습니다. 영업 업무 이외에, 업무 직원의 몫인 고객 CS 및 전반적인 수출입까지 직접 병행하겠다고 협조했습니다. 이러한 태도를 먼저 나타내자, 모두가 서로 희생하려고 나서는 고무적인 분위기가 만들어졌습니다. 과업으로 인해 야근하는 날이 잦았지만, 그 덕분에 모두가 업무에 점차 적응하게 되었습니다. 결국, 실적도 유지되며 위기를 극복했습니다."
㈜유니드,해외영업,"타인과 긴밀하게 소통하여 공동의 목표를 달성한 경험을, 본인의 역할 중심으로 기술하시오.(최소 250자, 최대 500자 입력가능)","중국-한국-일본을 경유하는 삼국 간 수출입 업무를 담당하며, 파트너들과 소통 및 협업을 통해 납기를 맞춘 경험이 있습니다.
여름에, 태풍으로 인한 납기가 지연될 위기가 발생했습니다. 한 번 지연이 되면, 그 이후의 스케줄 및 최종 납기까지 전부 밀리기 때문에 화주에게는 큰 부담이 되는 일이었습니다. 고객의 화물을 대표하는 포워더로서 책임감을 느꼈기에, 2개국 파트너 측에도 소통과 지원을 요청하며 당면한 문제를 함께 해결하고자 다음과 같이 노력했습니다. 저는 국내의 상황을 정리한 후, 파트너 측과 공유하며 문제 해결을 위해 협조했습니다. 날씨 기사를 정독하여 태풍의 예측 이동 경로와 이에 영향을 받을 수 있는 각 PORT를 정리했고, 선사와 수시로 확인하여 결항 예정 날짜를 신속하게 파악했습니다. 이러한 내용을 즉각 정리하여 각 파트너 측에 메일로 공유하였고, 그 내용을 바탕으로 파트너들이 신속하게 화주와의 운송 스케줄을 조정하여 차질 없이 납기를 준수할 수 있었습니다."
